날짜,NAV,시가,고가,저가,종가,거래량,거래대금,기초지수
2025-02-20,31025.19,31195,31375,30900,30910,135,4187805,1732.69
2025-02-21,31071.29,30910,31050,30650,31050,167,5153975,1733.67
2025-02-24,30497.13,30610,30610,30220,30605,287,8724435,1716.88
2025-02-25,30314.24,30000,30420,29885,30290,827,24859510,1712.18
2025-02-26,30555.71,30360,30745,30300,30710,221,6766120,1718.61
2025-02-27,30318.8,30585,30640,30000,30000,28,844830,1712.18
2025-02-28,28083.36,29450,29585,28050,28250,1688,48635265,1648.2
2025-03-04,27995.6,28055,28375,27980,28065,2075,58532125,1645.48
2025-03-05,28535.56,28660,28820,28187,28520,276,7905717,1661.79
2025-03-06,29090.55,28815,29205,28815,29030,8554,248082330,1678.34
2025-03-07,28840.88,28465,29050,28250,28960,7807,222864110,1670.68
2025-03-10,29009.04,28600,29080,28425,29080,8460,243184805,1675.59
2025-03-11,28275.04,27840,28400,27400,28260,8666,240437526,1653.66
2025-03-12,29229.02,28375,29290,28345,29225,9319,266125214,1681.46
2025-03-13,28847.39,29385,29865,28940,28990,7644,227549800,1670.5
2025-03-14,29288.05,29300,29300,29160,29220,487,14240810,1684.36
2025-03-17,30421.1,29775,30460,29775,30395,3083,93547169,1716.05
2025-03-18,30630.39,31200,31300,30575,30575,1674,51989388,1722.98
2025-03-19,31075.1,30885,31425,30885,31085,1914,59714032,1735.35
2025-03-20,31561.47,31550,31725,31370,31540,1219,38429466,1749.22
2025-03-21,31850.22,31360,31875,31320,31855,376,11904918,1757.39
2025-03-24,31628.55,31415,31930,31415,31595,311,9850360,1750.95
2025-03-25,31387.42,31685,31740,31190,31275,1066,33547985,1744.51
2025-03-26,31851.08,31610,32030,31460,31865,518,16467875,1757.14
2025-03-27,31000.71,31490,31595,31085,31085,95,2969230,1733.13
2025-03-28,30035.58,29965,30470,29780,30035,926,27868485,1706.39
2025-03-31,28175.78,28665,28665,28140,28245,6732,190311240,1652.67
2025-04-01,29175.14,28890,29210,28430,29095,1107,32151380,1683.12
2025-04-02,28762.01,28995,28995,28685,28715,83,2387190,1670.5
2025-04-03,27925.43,26975,28100,26975,27735,6315,171602032,1645.74
2025-04-04,27395.96,27145,28477,26850,27375,13065,363708256,1629.65
2025-04-07,24012.56,24800,24930,24080,24315,10790,265776694,1527.41
2025-04-08,24273.47,25065,25070,24080,24300,394,9593686,1537.56
2025-04-09,23375.41,24510,24510,23150,23355,3197,74905935,1508.35
2025-04-10,26375.41,25925,26262,25590,26260,4019,104047161,1606.87
2025-04-11,26062.82,25215,25985,25215,25950,279,7158719,1595.98
2025-04-14,26589.79,26460,26700,26435,26545,2661,70707957,1612.57
2025-04-15,27058.12,26815,27130,26765,27095,707,19007460,1626.68
2025-04-16,26273.47,26830,26905,26195,26250,2184,57822820,1603.41
2025-04-17,26699.18,26525,26820,26310,26815,498,13213147,1615.79
2025-04-18,27113.82,26820,27075,26650,27075,24,645195,1628.66
2025-04-21,27087.63,27010,27405,26995,27145,198,5376900,1627.42
2025-04-22,27059.57,27025,27225,26925,27000,184,4983570,1626.68
2025-04-23,28074.74,27875,28055,27655,28055,170,4735200,1657.62
2025-04-24,27868.75,28020,28020,27655,27905,60,1669195,1651.19
2025-04-25,28512.74,28575,28690,28315,28585,1193,34059699,1670.5
2025-04-28,28521.77,28600,28610,28410,28455,54,1541320,1670.99
2025-04-29,28908.16,28540,29160,28540,28920,612,17750627,1682.13
2025-04-30,28766.6,28840,28840,28510,28825,117,3354820,1677.67
2025-05-02,28839.05,28625,29040,28380,28855,102,2936405,1679.9
2025-05-07,29164.84,29260,29450,28960,29270,192,5589975,1688.81
2025-05-08,29224.43,29490,29610,29335,29360,131,3862150,1690.55
2025-05-09,29219.58,29455,29490,29155,29285,189,5536840,1690.3
2025-05-12,30056.87,29640,30060,29610,30020,722,21565525,1714.56
2025-05-13,30269.13,30200,30590,30120,30215,2125,64446580,1721.0
2025-05-14,31041.19,30795,31320,30670,31020,2184,67445315,1742.78
2025-05-15,30577.8,30890,31145,30550,30620,2437,75278350,1729.66
2025-05-16,30770.97,30800,30945,30700,30820,229,7059605,1734.86
2025-05-19,30019.1,30650,30650,29870,30085,187,5644975,1713.32
2025-05-20,30226.14,30500,30650,30155,30190,222,6768400,1719.76
2025-05-21,30531.74,30450,30900,30340,30600,240,7358200,1727.93
2025-05-22,29709.41,30215,30215,29650,29755,212,6323547,1704.66
2025-05-23,29851.03,29965,30000,29800,29860,51,1524675,1708.87
2025-05-26,30720.2,30150,30835,30150,30835,288,8769041,1733.37
2025-05-27,30936.32,30840,31000,30580,30970,332,10250955,1740.06
2025-05-28,31885.23,30920,32375,30920,31860,3800,121357872,1766.55
2025-05-29,33068.56,32765,33075,32315,33040,1566,51479812,1799.22
2025-05-30,32460.4,32855,32945,32355,32445,300,9753910,1782.88
2025-06-02,32318.27,32435,32940,32150,32340,475,15448480,1778.18
2025-06-04,34255.08,33060,34250,33060,34230,1371,46604905,1832.15
2025-06-05,35393.34,34915,36110,34490,35470,2084,73659809,1862.1
2025-06-09,36614.15,36285,37065,36285,36625,1004,36843631,1894.33
2025-06-10,36968.3,36895,37420,36425,37000,672,24867524,1903.3
2025-06-11,38013.45,37100,38055,37100,37980,2224,83948480,1930.51
2025-06-12,38154.17,37980,38635,37975,38115,731,28009979,1934.24
2025-06-13,37445.2,38640,38640,37100,37480,1111,41460632,1916.21
2025-06-16,38697.99,38080,38780,37300,38770,742,28198251,1947.83
2025-06-17,39034.58,38890,40430,38510,39030,588,23136482,1956.73
2025-06-18,39693.12,38655,39965,38450,39610,3352,132441595,1973.53
2025-06-19,39699.35,40485,40485,39125,39800,16217,640975330,1972.78
2025-06-20,40855.17,40395,40925,39885,40850,4454,180318732,2001.94
2025-06-23,40737.77,39940,40870,39465,40745,1066,42841528,1998.97
2025-06-24,43574.68,42475,43520,41985,43485,5296,226293255,2068.89
2025-06-25,43781.48,44135,44200,43070,43875,5718,250533947,2073.09
2025-06-26,42958.78,43920,43920,41925,42950,648,27568280,2053.57
2025-06-27,42504.12,43160,43400,42195,42480,441,18796030,2042.95
2025-06-30,43061.34,42480,43400,42480,42985,6361,275250339,2056.29
2025-07-01,43221.84,43160,44700,43160,43220,675,29720137,2060.0
2025-07-02,42851.73,42105,42620,41945,42620,159,6721025,2051.1
2025-07-03,44196.36,44000,44600,43310,44225,498,21875302,2082.97
2025-07-04,42452.87,44360,44500,42485,42485,490,21080900,2041.96
2025-07-07,42564.29,42435,42865,42280,42620,64,2724295,2044.43
2025-07-08,44186.47,43410,44270,43355,44220,501,21961491,2083.47
2025-07-09,44432.07,43980,44580,43810,44440,391,17285551,2089.4
2025-07-10,45590.79,44425,45660,44425,45650,474,21404550,2116.33
2025-07-11,45647.78,45655,47100,45575,45585,1559,71866794,2117.32
2025-07-14,46505.37,45180,46530,45180,46530,638,29564540,2136.59
2025-07-15,47114.6,45905,47100,45905,47100,318,14805482,2151.16
2025-07-16,46086.92,46510,46575,45970,46135,273,12611730,2127.44
2025-07-17,46352.76,46495,46500,45160,46440,1169,53194908,2133.62
2025-07-18,46294.63,46470,46850,45880,46315,1299,60485181,2132.39
2025-07-21,46964.41,46400,47070,46400,47005,897,42064046,2147.7
2025-07-22,45740.88,47005,47280,45350,45690,1340,62017852,2119.79
2025-07-23,46019.6,46300,46540,44995,46010,202,9249773,2126.7
2025-07-24,45822.73,46400,47500,45910,46160,1121,52900150,2121.27
2025-07-25,46196.22,45930,46515,45730,46335,221,10236190,2130.16
2025-07-28,46550.3,46935,46935,45730,46710,165,7653285,2137.82
2025-07-29,47293.41,45495,47505,45495,47505,177,8321204,2155.36
2025-07-30,48113.34,47550,48700,47375,48170,16490,794913101,2173.89
2025-07-31,47684.28,48565,49000,47500,47685,6299,300158010,2163.76
2025-08-01,43849.01,45855,46360,43900,43900,520,23196665,2077.29
2025-08-04,44925.45,44000,45145,43935,44940,1420,62581185,2102.49
2025-08-05,46228.58,46340,46685,45580,46225,221,10220420,2133.37
2025-08-06,46137.75,45395,46060,45395,46060,81,3715755,2131.15
2025-08-07,46887.52,46630,46805,46105,46730,186,8610035,2148.45
2025-08-08,46677.34,46840,47200,46460,46505,261,12211470,2143.75
2025-08-11,46636.28,46890,46930,46415,46645,370,17262810,2142.27
2025-08-12,46336.4,47355,47730,46420,46420,268,12673247,2135.6
2025-08-13,47365.08,47005,47380,46500,47380,193,9087635,2159.56
2025-08-14,47180.71,47650,47820,47000,47300,181,8579446,2154.37
2025-08-18,45802.27,46615,46615,45865,45925,177,8158870,2123.24
2025-08-19,45111.71,45080,45805,44960,45165,143,6492740,2107.19
2025-08-20,44564.64,43415,44630,43290,44605,1676,73055560,2095.08
2025-08-21,44877.5,45225,45530,44900,44900,2801,126640730,2102.0
2025-08-22,45496.32,45765,46000,45385,45695,1404,64309400,2115.83
2025-08-25,46661.03,46280,46705,46085,46705,4318,200283795,2143.26
2025-08-26,45740.45,45995,46280,45710,45850,5377,247366180,2121.76
2025-08-27,45983.42,45500,45910,45300,45910,3998,182063580,2127.69
2025-08-28,46424.52,45450,46850,45450,46440,8657,398591485,2137.82
2025-08-29,45991.01,46650,46650,45940,46005,664,30509565,2127.69
2025-09-01,44482.41,44915,45565,44540,44565,7414,334664060,2092.61
2025-09-02,45444.51,45030,45510,44795,45510,706,31800785,2115.34
2025-09-03,45842.68,45685,46000,45570,45865,140,6403620,2124.48
2025-09-04,46118.23,46355,46545,45995,46105,399,18416400,2130.41
2025-09-05,46619.54,46370,46900,46335,46660,434,20247320,2142.52
2025-09-08,46968.8,46800,47005,46580,47005,247,11554425,2150.65
2025-09-09,48194.24,47120,48375,46990,48345,481,23026215,2177.97
2025-09-10,50060.37,48345,50370,48345,50160,1957,97429171,2219.27
2025-09-11,50984.67,50630,51260,50120,50920,607,30778065,2240.32
2025-09-12,53123.62,52120,53075,51915,53075,372,19553135,2287.36
2025-09-15,53599.37,53635,54100,53190,53510,551,29583251,2297.46
2025-09-16,55313.48,53730,55465,53710,55340,370,20275873,2334.15
2025-09-17,54011.04,54500,54500,53770,53850,1321,71555345,2306.57
2025-09-18,55793.22,54390,55895,54380,55765,284,15725840,2344.25
2025-09-19,55486.63,55900,56210,55190,55450,531,29469195,2338.09
2025-09-22,56473.39,55975,57040,55975,56545,513,28984968,2358.53
2025-09-23,57408.97,57100,57605,56645,57430,688,39310326,2378.23
2025-09-24,56998.72,57365,57780,56075,57075,473,26949039,2369.37
2025-09-25,57002.35,56580,57290,56325,56905,520,29556427,2369.61
2025-09-26,54225.46,55735,55830,53490,54165,500,27265340,2311.99
2025-09-29,55984.35,54875,56145,54875,55915,197,10997080,2349.67
2025-09-30,55699.88,55915,56280,55640,55660,197,11016516,2343.75
2025-10-01,56788.74,56050,56955,56050,56855,756,42835342,2366.41
2025-10-02,60283.94,59550,61440,59312,60080,1065,64345138,2438.81
2025-10-10,63357.6,62620,63815,61955,63290,747,46983026,2501.37
2025-10-13,61879.35,61060,61825,59755,61585,415,25347978,2471.08
2025-10-14,60788.85,62645,64350,60265,60850,500,31234570,2449.16
2025-10-15,64253.21,61275,64360,61275,64250,240,15152400,2519.35
2025-10-16,67521.79,64365,67510,64365,67510,463,30771442,2583.87
2025-10-17,67865.52,66905,69505,66670,68165,705,47868060,2589.78
2025-10-20,70493.97,68960,70510,67205,70180,437,30202849,2640.76
2025-10-21,70767.6,71630,73485,70520,70775,1481,107602867,2645.93
2025-10-22,72386.74,70135,72305,68975,72305,474,33365205,2676.22
2025-10-23,70739.93,69935,73085,69875,71125,307,21913875,2645.19
2025-10-24,74497.69,72535,74840,72510,74550,990,72899263,2716.12
2025-10-27,78559.98,76775,78605,76775,78605,835,64970924,2790.24
2025-10-28,77070.49,76930,77400,75535,77120,394,30140567,2763.89
2025-10-29,80306.15,78705,80315,77205,80315,551,43513312,2822.5
2025-10-30,80664.71,81355,83210,80275,80730,825,67864443,2828.17
2025-10-31,82620.78,80915,82732,80915,82635,392,32189841,2862.4
2025-11-03,87676.21,82435,87745,82435,87715,1815,156191810,2950.07
2025-11-04,83002.84,87155,87155,82915,83265,1639,139470897,2872.25
2025-11-05,78039.52,79735,79885,72550,78260,3764,288584435,2785.32
2025-11-06,79069.77,81805,81815,77500,79100,453,36082925,2803.29
2025-11-07,76118.34,78670,78925,73565,75860,681,51966650,2751.82
2025-11-10,81018.47,78870,81700,78500,80920,5417,428522860,2841.47
2025-11-11,82407.64,83275,86025,80930,82500,1127,94432060,2865.11
2025-11-12,84086.09,82265,84550,81595,84060,260,21817230,2894.66
2025-11-13,84973.49,82960,85655,82895,84995,475,40044460,2909.68
2025-11-14,77069.5,80275,80915,77420,77420,738,58401605,2773.25
2025-11-17,80480.93,80170,80775,79345,80775,242,19387580,2834.82
2025-11-18,75190.73,78780,79685,75200,75350,2253,172962645,2741.23
2025-11-19,74330.64,75750,75800,71565,73935,4531,338950610,2725.97
2025-11-20,77668.28,78640,79770,77360,77460,2288,180552190,2787.78
2025-11-21,70955.46,70455,71625,70300,70945,2883,203606005,2666.12
2025-11-24,71235.95,73660,73870,70945,71225,292,21245345,2672.03
2025-11-25,72108.37,74985,74985,71935,71935,214,15668685,2688.29
2025-11-26,75818.9,73240,75810,72250,75650,2044,152453999,2757.0
2025-11-27,76749.76,77655,78645,76600,76805,120,9360475,2773.74
2025-11-28,74738.03,76725,76725,74395,74535,149,11162762,2738.03
2025-12-01,74129.07,76145,76145,73700,74100,61,4539255,2725.72
2025-12-02,77318.84,75765,77710,75765,77280,173,13274225,2785.07
2025-12-03,78921.86,79030,79800,78920,79175,220,17467801,2813.64
2025-12-04,78624.57,78155,78510,76700,78510,111,8614770,2808.96
2025-12-05,81453.31,78900,81630,78900,81630,309,24825090,2858.71
2025-12-08,83757.47,81995,83330,80895,83330,205,16789210,2898.98
2025-12-09,82734.27,83330,83500,82300,83045,106,8780410,2881.08
2025-12-10,82678.96,83500,84425,82555,82820,306,25464945,2880.61
2025-12-11,81134.88,84065,84230,81445,81445,209,17296390,2854.89
2025-12-12,83654.09,82960,83705,82275,83705,166,13789210,2899.93
2025-12-15,79723.94,79670,80780,79080,80080,137,10957857,2831.01
2025-12-16,76515.05,78720,79035,76095,76170,221,17093070,2774.64
2025-12-17,79284.17,76730,78755,76190,78665,133,10293925,2824.37
2025-12-18,77239.89,77075,78040,76300,77390,158,12182660,2787.2
2025-12-19,78501.66,78600,78915,77460,78230,370,28912985,2811.07
2025-12-22,81948.26,81415,81870,80935,81870,296,24094310,2872.37
2025-12-23,82360.42,82405,83515,82360,82365,558,46378803,2879.26
2025-12-24,82354.67,83105,83380,82380,82440,7997,659534320,2879.01
2025-12-26,82888.22,82950,84590,82950,83945,224,18808495,2904.37
2025-12-29,87263.22,85615,87505,85605,87210,345,29908320,2980.18
2025-12-30,88031.97,86425,88525,86425,87930,575,50634787,2993.23
2026-01-02,93156.08,87805,93255,87805,93070,492,44692472,3080.12
2026-01-05,100130.64,96825,100120,96825,100120,512,50446211,3196.06
2026-01-06,103707.16,98995,103470,97280,103240,351,35013122,3253.66
2026-01-07,104903.4,106245,108040,102860,105070,506,53165413,3272.36
2026-01-08,104893.5,103415,108915,103415,104415,528,55911292,3270.89
2026-01-09,106637.65,103265,107000,102190,105545,270,28345825,3298.46
2026-01-12,107827.14,108910,109280,106120,107750,537,58167646,3318.4
2026-01-13,110477.63,109400,110655,108060,110570,406,44440034,3357.53
2026-01-14,111807.02,109620,111795,109620,111680,771,85784797,3377.72
2026-01-15,115656.89,110625,115490,110625,115490,559,63350910,3436.3
2026-01-16,118359.58,116555,119055,115870,118225,470,55282790,3476.18
2026-01-19,121554.8,117455,122170,117395,121545,1215,145946077,3522.7
2026-01-20,118975.94,120595,121975,116890,119675,2589,311834884,3483.56
2026-01-21,121486.51,114515,121915,114515,121435,2563,306090514,3522.21
2026-01-22,124301.29,125910,128000,123450,123450,3679,465091063,3563.32
2026-01-23,126027.58,125515,127505,123325,125505,2586,323690590,3588.43
2026-01-26,122856.45,126100,127495,123000,123195,2533,317670305,3541.66
2026-01-27,131328.06,121510,131935,121290,131935,3159,395715175,3663.75
2026-01-28,136987.11,135015,137305,134010,136525,18889,2561535790,3743.99
2026-01-29,139178.94,140955,141585,131415,139500,7549,1028017069,3772.3
2026-01-30,140982.22,137460,145695,137460,140470,8782,1249084587,3798.15
2026-02-02,123250.54,133755,140425,123235,123795,26654,3468905790,3557.41
2026-02-03,141842.65,133435,142970,132565,142970,10275,1404909304,3825.23
2026-02-04,146583.59,140520,147300,139170,146860,10691,1531823070,3890.95
2026-02-05,135012.63,138320,141890,133240,134240,12409,1705651995,3738.83
2026-02-06,131274.18,125515,131980,121000,131250,24118,3075445025,3685.41
2026-02-09,143457.01,143765,144555,141290,142470,8766,1254718870,3858.7
2026-02-10,142637.56,146460,146460,143015,143015,7666,1111685561,3844.92
2026-02-11,144570.57,141725,146490,139955,145425,3481,495305595,3870.03
2026-02-12,155719.9,149605,155685,148520,155210,12864,1966294175,4020.67
2026-02-13,154848.2,154885,160140,153860,155705,19810,3099152738,4007.38
2026-02-19,164761.5,163715,165415,161395,165015,2018,331917015,4136.61
2026-02-20,172388.63,165840,172740,165785,172505,3192,537977524,4231.87
2026-02-23,175422.42,179490,181190,171880,174925,6114,1086063240,4270.52
2026-02-24,183466.71,175640,183865,171355,183865,9630,1711652953,4367.75
2026-02-25,191762.31,186090,194880,184840,191225,17531,3325396745,4466.7
2026-02-26,208517.84,193220,208470,192775,208185,23363,4690040416,4661.41
2026-02-27,204532.42,205940,210540,188000,204095,18870,3833648500,4616.85
2026-03-03,170605.13,204180,204180,171675,171675,26955,5000110290,4231.87
2026-03-04,131040.15,156445,169220,128700,129410,36116,5413220580,3748.43
2026-03-05,152154.96,152540,163425,151865,155160,23954,3783340005,4036.92
2026-03-06,154496.42,147425,155455,133505,154855,25559,3829466995,4074.58
2026-03-09,133421.78,154855,154855,126300,135245,12867,1682674650,3798.6
2026-03-10,151190.6,148710,154760,145405,152590,47755,7210003515,4050.0
2026-03-11,156516.58,160380,163165,152590,155380,10334,1642129240,4124.28
2026-03-12,151543.24,150165,155785,149855,152285,19258,2944733505,4056.17
2026-03-13,145631.1,142130,149325,142130,146530,47,6887740,3974.88
2026-03-16,151223.0,148925,150790,146790,150790,2303,342484340,4052.73
2026-03-17,158184.46,161175,162110,157520,157520,2341,375721060,4147.03
2026-03-18,175637.18,165380,175790,165380,175565,273,46618900,4374.94
2026-03-19,164723.95,164450,170055,163190,165025,2337,384010150,4239.62
2026-03-20,164438.34,166260,167400,164605,164605,181,30130920,4236.67
2026-03-23,142527.67,149860,149860,140995,141600,319,45858335,3954.0
2026-03-24,151529.36,155000,155570,142200,151195,778,118084990,4080.48
2026-03-25,155443.92,158120,162000,154975,154975,335,53618510,4132.79
2026-03-26,143996.67,151910,151910,143300,143300,171,24956915,3979.54
2026-03-27,142350.42,134355,143410,130810,141635,891,125180155,3956.21
2026-03-30,133933.51,127485,134410,127485,133100,335,43311535,3839.56
2026-03-31,122728.93,126190,129580,121600,122350,1111,139128700,3680.17
2026-04-01,143676.58,136130,146590,134045,145120,797,109583485,3988.63
2026-04-02,131626.72,149395,149750,127000,131580,1113,154821690,3828.5
2026-04-03,139773.51,137855,141000,136845,138760,2681,372233615,3946.39
2026-04-06,142953.0,141300,146900,141300,142800,1278,184088265,3989.37
2026-04-07,147005.33,150000,157000,143400,146500,834,123017555,4047.82
2026-04-08,168783.82,160000,172800,158800,169055,2530,423933010,4344.73
2026-04-09,162033.74,169065,173995,162000,162680,131,21522575,4258.78
2026-04-10,168132.98,170215,172240,169205,169740,124,21218315,4339.58
2026-04-13,163847.59,159705,165210,159705,164570,2538,415302595,4283.09
2026-04-14,174976.45,173800,178655,172500,174460,2036,359284542,4429.95
2026-04-15,183787.32,185925,188880,182625,182625,896,167364250,4542.19
2026-04-16,191379.96,186225,191240,184990,191025,481,91430060,4635.76
2026-04-17,188252.19,189900,190550,186720,188625,298,56388995,4596.22
2026-04-20,189788.47,188945,193480,188945,190075,1812,347200680,4613.9
2026-04-21,200199.28,194640,200100,194640,200100,310,61615391,4740.38
2026-04-22,201191.04,199655,201800,195470,200900,96,19084475,4752.9
2026-04-23,206349.39,207010,211740,196105,206365,1090,225398805,4813.32
2026-04-24,203828.81,197500,208495,197500,204345,2701,552596705,4785.57
